id,text,is_valid,departure_canonical,arrival_canonical,departure_surface,arrival_surface,departure_span_start,departure_span_end,arrival_span_start,arrival_span_end,has_noise,template_id
3704,J’ai besoin de un voyage depuis LE MANS jusqu’à Nantes demain après-midi en première classe ?,1,Le Mans,Nantes,LE MANS,Nantes,32,39,48,54,1,292
3705,Je voudrais une correspondance en partant de Angers pour aller à Reims aujourd'hui en première classe stp.,1,Angers,Reims,Angers,Reims,45,51,65,70,0,163
3706,"Salut, je voudrais un billet de train en partant de Nice pour aller à Le-Mans demain en première classe tu peux regarder ?",1,Nice,Le Mans,Nice,Le-Mans,52,56,70,77,1,262
3707,Peux-tu un itinéraire pour aller à Nantes depuis Toulouse la semaine prochaine ? Avec Dieppe je voyage.,1,Toulouse,Nantes,Toulouse,Nantes,49,57,35,41,0,417
3708,Je souhaiterais un billet de train entre Toulouse et SAINT ETIENNE ce soir s'il te plaît.,1,Toulouse,Saint-Étienne,Toulouse,SAINT ETIENNE,41,49,53,66,1,260
3709,Peux-tu un voyage de Bordeuax à Rennes sans correspondance stp. Je vais voir mon ami Orange.,1,Bordeaux,Rennes,Bordeuax,Rennes,21,29,32,38,1,318
3710,"Bonjour, je veux un voyage Nice - Limoges ce soir sans correspondance s'il te plaît.",1,Nice,Limoges,Nice,Limoges,27,31,34,41,0,15
3711,Je veux une correspondance de Reims jusqu'à perpignan avec une correspondance stp.,1,Reims,Perpignan,Reims,perpignan,30,35,44,53,1,286
3712,Peux-tu un voyage en partant de LE MANS pour aller à Perpignan aujourd'hui en seconde stp.,1,Le Mans,Perpignan,LE MANS,Perpignan,32,39,53,62,1,32
3713,Peux-tu un billet entre Rennes et reims pas trop cher stp.,1,Rennes,Reims,Rennes,reims,24,30,34,39,1,280
3714,"Hey, je veux un billet au départ de Grenoble pour BORDEAUX sans correspondance ? Je vais voir mon ami Paris.",1,Grenoble,Bordeaux,Grenoble,BORDEAUX,36,44,50,58,1,393
3715,Je voudrais une correspondance depuis Metz jusqu’à Marseille demain matin sans correspondance stp.,1,Metz,Marseille,Metz,Marseille,38,42,51,60,0,104
3716,J'aime bien CAEN.,0,,,,,-1,-1,-1,-1,0,-1
3717,"Salut, je voudrais une correspondance Nancy → Angers vendredi avec une correspondance s'il te plaît.",1,Nancy,Angers,Nancy,Angers,38,43,46,52,0,410
3718,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
3719,"S'il te plaît, je veux un train au départ de Besançon pour Limoges samedi matin sans correspondance s'il te plaît.",1,Besançon,Limoges,Besançon,Limoges,45,53,59,66,0,267
3720,J’ai besoin de un train Le-Mans - Rennes Je vais voir mon ami Orange.,1,Le Mans,Rennes,Le-Mans,Rennes,24,31,34,40,1,381
3721,Je veux une pizza à Angers.,0,,,,,-1,-1,-1,-1,0,-1
3722,Peux-tu un voyage entre toULOUse et CaeN samedi matin tu peux regarder ?,1,Toulouse,Caen,toULOUse,CaeN,24,32,36,40,1,78
3723,J’ai besoin de un trajet au départ de Nice pour metz dans 2 heures en première classe ? Je vais voir mon ami Albert.,1,Nice,Metz,Nice,metz,38,42,48,52,1,203
3724,Peux-tu un itinéraire depuis Caen jusqu’à Nancy vendredi le plus rapide possible stp.,1,Caen,Nancy,Caen,Nancy,29,33,42,47,0,257
3725,"Bonjour, je veux un voyage Aners - La Rochelle ce soir sans correspondance s'il te plaît.",1,Angers,La Rochelle,Aners,La Rochelle,27,32,35,46,1,15
3726,Je voudrais un trajet en partant de Nice pour aller à la rochelle demain matin le plus rapide possible tu peux regarder ?,1,Nice,La Rochelle,Nice,la rochelle,36,40,54,65,1,406
3727,J'aimerais un voyage de Saint-Étienne jusqu'à Clermont Ferrand ce soir pas trop cher s'il te plaît.,1,Saint-Étienne,Clermont-Ferrand,Saint-Étienne,Clermont Ferrand,24,37,46,62,1,111
3728,Je veux aller voir Orange.,0,,,,,-1,-1,-1,-1,0,-1
3729,"S'il te plaît, je veux un billet de train a Rochelle - lyon ce soir sans correspondance stp.",1,La Rochelle,Lyon,a Rochelle,lyon,42,52,55,59,1,275
3730,Quel temps fait-il à AIX-EN-PROVENCE aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
3731,Peux-tu un itinéraire de Orlans jusqu'à Marseille la semaine prochaine en première classe Avec Troyes je voyage.,1,Orléans,Marseille,Orlans,Marseille,25,31,40,49,1,311
3732,Tu peux une liaison ferroviaire en partant de Saint-Etienn pour aller à vAignon samedi matin en seconde tu peux regarder ?,1,Saint-Étienne,Avignon,Saint-Etienn,vAignon,46,58,72,79,1,207
3733,Peux-tu un voyage de Metz jusque Lille ce soir sans correspondance tu peux regarder ?,1,Metz,Lille,Metz,Lille,21,25,33,38,0,337
3734,J’ai besoin de un voyage de Le Mans vers Aix-en-Provenec vendredi en première classe s'il te plaît.,1,Le Mans,Aix-en-Provence,Le Mans,Aix-en-Provenec,28,35,41,56,1,308
3735,Je veux un itinéraire Rennes → Limoges avec une correspondance,1,Rennes,Limoges,Rennes,Limoges,22,28,31,38,0,386
3736,Je voudrais une liaison ferroviaire Nantes → Besancon vendredi sans correspondance,1,Nantes,Besançon,Nantes,Besancon,36,42,45,53,1,237
3737,Quel temps fait-il à Lyon aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
3738,Je cherche un billet de train au départ de Dijon pour Caen demain en seconde ?,1,Dijon,Caen,Dijon,Caen,43,48,54,58,0,166
3739,J’ai besoin de un voyage depuis caeN jusqu’à maRsEiLle demain après-midi en première classe ?,1,Caen,Marseille,caeN,maRsEiLle,32,36,45,54,1,292
3740,"Bonjour, je veux un voyage depuis Port-Boulet jusqu’à Caen aujourd'hui en seconde stp.",1,Port-Boulet,Caen,Port-Boulet,Caen,34,45,54,58,0,27
3741,Je voudrais un itinéraire de Clermont Ferrand jusque Metz samedi matin sans correspondance,1,Clermont-Ferrand,Metz,Clermont Ferrand,Metz,29,45,53,57,1,172
3742,J’ai besoin de une liaison ferroviaire entre Lille et Nantes ce soir en seconde,1,Lille,Nantes,Lille,Nantes,45,50,54,60,0,419
3743,"Hey, je veux un itinéraire depuis Saint-Étienne jusqu’à Paris ce soir en première classe est-ce possible ?",1,Saint-Étienne,Paris,Saint-Étienne,Paris,34,47,56,61,0,26
3744,Je veux aller à Port Boulet (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
3745,Je voudrais un itinéraire de Pau vers CAEN samedi matin pas trop cher s'il te plaît.,1,Pau,Caen,Pau,CAEN,29,32,38,42,1,310
3746,"Hey, je veux un train de Nice jusqu'à Clermont-Ferran demain avec une correspondance tu peux regarder ?",1,Nice,Clermont-Ferrand,Nice,Clermont-Ferran,25,29,38,53,1,364
3747,Je voudrais un voyage depuis Nancy jusqu’à Clermont Ferrand samedi matin est-ce possible ?,1,Nancy,Clermont-Ferrand,Nancy,Clermont Ferrand,29,34,43,59,1,13
3748,Je souhaiterais un billet au départ de Aix-En-Provence pour Metz ce soir sans correspondance s'il te plaît.,1,Aix-en-Provence,Metz,Aix-En-Provence,Metz,39,54,60,64,1,399
3749,Je veux une pizza à Clermont-Ferrand.,0,,,,,-1,-1,-1,-1,0,-1
3750,Quel temps fait-il à Rennes aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
3751,"Hey, je veux une correspondance en partant de Lyon pour aller à avignon demain avec une correspondance s'il te plaît.",1,Lyon,Avignon,Lyon,avignon,46,50,64,71,1,30
3752,J’ai besoin de un voyage au départ de vAignon pour Lille sans correspondance tu peux regarder ? Je dois rejoindre Florence avant de partir.,1,Avignon,Lille,vAignon,Lille,38,45,51,56,1,284
3753,Je souhaiterais un trajet Clermont-Ferradn - Strasbourg en première classe ?,1,Clermont-Ferrand,Strasbourg,Clermont-Ferradn,Strasbourg,26,42,45,55,1,305
3754,Je voudrais aller voir mon ami Albert à Bordeaux.,0,,,,,-1,-1,-1,-1,0,-1
3755,J'aimerais un trajet de CAEN à Nice demain pas trop cher tu peux regarder ?,1,Caen,Nice,CAEN,Nice,24,28,31,35,1,7
3756,J'aimerais un billet depuis Aix en Provence jusqu’à PARI ce soir le plus rapide possible,1,Aix-en-Provence,Paris,Aix en Provence,PARI,28,43,52,56,1,209
3757,J'aimerais un itinéraire de Paris vers Saint Etienn la semaine prochaine sans correspondance ?,1,Paris,Saint-Étienne,Paris,Saint Etienn,28,33,39,51,1,142
3758,Quel temps fait-il à sAint-MAlo aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
3759,Peux-tu un itinéraire pour aller à Saint Malo depuis Perpigann la semaine prochaine ? Avec Milan je voyage.,1,Perpignan,Saint-Malo,Perpigann,Saint Malo,53,62,35,45,1,417
3760,Quel temps fait-il à saiNT-Étienne aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
3761,"Bonjour, je veux un voyage en partant de AVIGNN pour aller à Clermont-Ferrand ce soir tu peux regarder ? Avec Milan je voyage.",1,Avignon,Clermont-Ferrand,AVIGNN,Clermont-Ferrand,41,47,61,77,1,135
3762,Je voudrais une correspondance de Le mans vers limoges stp. Je vais voir mon ami Paris.,1,Le Mans,Limoges,Le mans,limoges,34,41,47,54,1,212
3763,J’ai besoin de un itinéraire de Aix-en-Provence à Caen ce soir en seconde s'il te plaît.,1,Aix-en-Provence,Caen,Aix-en-Provence,Caen,32,47,50,54,0,145
3764,Tu peux une correspondance de limoes jusque Aix-en-Povence samedi matin en seconde tu peux regarder ?,1,Limoges,Aix-en-Provence,limoes,Aix-en-Povence,30,36,44,58,1,25
3765,J'aimerais une liaison ferroviaire Dijon → mETz demain après-midi en seconde tu peux regarder ?,1,Dijon,Metz,Dijon,mETz,35,40,43,47,1,173
3766,"Avec Milan, on discute de Limoges.",0,,,,,-1,-1,-1,-1,0,-1
3767,"Bonjour, je veux un itinéraire au départ de Strasborug pour Angers ce soir le plus rapide possible",1,Strasbourg,Angers,Strasborug,Angers,44,54,60,66,1,319
3768,"Hey, je veux un train depuis ORLEANS jusqu’à Toulouse demain le plus rapide possible est-ce possible ?",1,Orléans,Toulouse,ORLEANS,Toulouse,29,36,45,53,1,85
3769,Je souhaiterais un train de Besançon vers Caen la semaine prochaine avec une correspondance ?,1,Besançon,Caen,Besançon,Caen,28,36,42,46,0,161
3770,J'aimerais un itinéraire de Reims vers Port-Boulet la semaine prochaine sans correspondance ?,1,Reims,Port-Boulet,Reims,Port-Boulet,28,33,39,50,0,142
3771,"Salut, je voudrais un train depuis Dijon jusqu’à Nnacy en première classe est-ce possible ?",1,Dijon,Nancy,Dijon,Nnacy,35,40,49,54,1,278
3772,"Salut, je voudrais un trajet depuis Lille jusqu’à Le aMns ce soir le plus rapide possible stp.",1,Lille,Le Mans,Lille,Le aMns,36,41,50,57,1,211
3773,"S'il te plaît, je veux une liaison ferroviaire de Nants vers marseILLe dans 2 heures le plus rapide possible",1,Nantes,Marseille,Nants,marseILLe,50,55,61,70,1,250
3774,"Avec Orange, on discute de Marseille.",0,,,,,-1,-1,-1,-1,0,-1
3775,Raconte-moi l'histoire de RENNES.,0,,,,,-1,-1,-1,-1,0,-1
3776,Je veux une pizza à perpignan.,0,,,,,-1,-1,-1,-1,0,-1
3777,"Hey, je veux un itinéraire Pau → Brest aujourd'hui ?",1,Pau,Brest,Pau,Brest,27,30,33,38,0,313
3778,J’ai besoin de un billet de train pour aller à Grenoble depuis Marseille en seconde tu peux regarder ?,1,Marseille,Grenoble,Marseille,Grenoble,63,72,47,55,0,180
3779,J'aimerais un billet de train de Saint Étienne à Nice demain avec une correspondance,1,Saint-Étienne,Nice,Saint Étienne,Nice,33,46,49,53,1,217
3780,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
3781,"S'il te plaît, je veux un trajet de Brest vers Besançon vendredi pas trop cher s'il te plaît.",1,Brest,Besançon,Brest,Besançon,36,41,47,55,0,277
3782,"Hey, je veux un train depuis brEst jusqu’à Metz aujourd'hui s'il te plaît.",1,Brest,Metz,brEst,Metz,29,34,43,47,1,149
3783,Je souhaiterais un trajet Dijon - Rennes en première classe ?,1,Dijon,Rennes,Dijon,Rennes,26,31,34,40,0,305
3784,Je cherche un billet de Dijon vers Lille avec une correspondance tu peux regarder ?,1,Dijon,Lille,Dijon,Lille,24,29,35,40,0,102
3785,Tu peux une correspondance NANCY - Perpignan ?,1,Nancy,Perpignan,NANCY,Perpignan,27,32,35,44,1,2
3786,Tu peux un billet de train pour aller à Nice depuis Grenobl demain avec une correspondance s'il te plaît.,1,Grenoble,Nice,Grenobl,Nice,52,59,40,44,1,349
3787,J'aimerais une liaison ferroviaire de Grenoble jusque Dijon ce soir avec une correspondance,1,Grenoble,Dijon,Grenoble,Dijon,38,46,54,59,0,183
3788,Je souhaiterais un billet de train entre MONTpELliEr et Paris ce soir s'il te plaît.,1,Montpellier,Paris,MONTpELliEr,Paris,41,52,56,61,1,260
3789,Je souhaiterais un trajet Port-Boulet - Dijon le plus rapide possible Je dois rejoindre Lourdes avant de partir.,1,Port-Boulet,Dijon,Port-Boulet,Dijon,26,37,40,45,0,230
3790,J'aimerais une correspondance de Toulouse vers Le Mans demain matin,1,Toulouse,Le Mans,Toulouse,Le Mans,33,41,47,54,0,378
3791,"Salut, je voudrais un trajet pour aller à la rochelle depuis le-mans en première classe tu peux regarder ? Je dois rejoindre Milan avant de partir.",1,Le Mans,La Rochelle,le-mans,la rochelle,61,68,42,53,1,188
3792,J'aimerais un billet de train de saiNT-malO à bodreaux demain avec une correspondance,1,Saint-Malo,Bordeaux,saiNT-malO,bodreaux,33,43,46,54,1,217
3793,Tu peux un billet de train depuis Nantes jusqu’à Metz demain pas trop cher est-ce possible ?,1,Nantes,Metz,Nantes,Metz,34,40,49,53,0,179
3794,"Hey, je veux une liaison ferroviaire depuis Avignon jusqu’à Paris demain après-midi en première classe tu peux regarder ?",1,Avignon,Paris,Avignon,Paris,44,51,60,65,0,403
3795,Je veux une correspondance de Nancy jusqu'à lyon avec une correspondance stp.,1,Nancy,Lyon,Nancy,lyon,30,35,44,48,1,286
3796,Je cherche une liaison ferroviaire de la-rochelle jusqu'à CAEN demain matin pas trop cher ?,1,La Rochelle,Caen,la-rochelle,CAEN,38,49,58,62,1,204
3797,Je voudrais un train de Marseill vers Brest demain matin tu peux regarder ?,1,Marseille,Brest,Marseill,Brest,24,32,38,43,1,392
3798,T'as des nouvelles de Albert ?,0,,,,,-1,-1,-1,-1,0,-1
3799,"Salut, je voudrais un billet de train entre Nantes et Clermont-Ferrand la semaine prochaine le plus rapide possible ?",1,Nantes,Clermont-Ferrand,Nantes,Clermont-Ferrand,44,50,54,70,0,247
3800,Je veux aller à Lille (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
3801,"Hey, je veux une liaison ferroviaire au départ de orléans pour Caen aujourd'hui en seconde stp.",1,Orléans,Caen,orléans,Caen,50,57,63,67,1,373
3802,Peux-tu un voyage Lille → caen dans 2 heures le plus rapide possible est-ce possible ?,1,Lille,Caen,Lille,caen,18,23,26,30,1,289
3803,"Hey, je veux un itinéraire depuis Pau jusqu’à L Mans ce soir en première classe est-ce possible ?",1,Pau,Le Mans,Pau,L Mans,34,37,46,52,1,26
3804,Je souhaiterais un billet de besanÇOn vers Caen dans 2 heures s'il te plaît.,1,Besançon,Caen,besanÇOn,Caen,29,37,43,47,1,74
3805,Je voudrais une liaison ferroviaire de Bordeaux jusqu'à Tours ce soir en première classe est-ce possible ?,1,Bordeaux,Tours,Bordeaux,Tours,39,47,56,61,0,23
3806,Quel temps fait-il à Metz aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
3807,"Bonjour, je veux un train depuis ANGERS jusqu’à Caen en seconde",1,Angers,Caen,ANGERS,Caen,33,39,48,52,1,371
3808,J’ai besoin de un voyage depuis Rennes jusqu’à Nice aujourd'hui avec une correspondance est-ce possible ?,1,Rennes,Nice,Rennes,Nice,32,38,47,51,0,220
3809,Je cherche une correspondance au départ de Montplelier pour Nancy aujourd'hui sans correspondance ?,1,Montpellier,Nancy,Montplelier,Nancy,43,54,60,65,1,322
3810,Je cherche un billet entre Saint-Étienne et Rennes en seconde s'il te plaît.,1,Saint-Étienne,Rennes,Saint-Étienne,Rennes,27,40,44,50,0,402
3811,"S'il te plaît, je veux un trajet de Saint Malo jusque Aix-en-Provence la semaine prochaine en seconde",1,Saint-Malo,Aix-en-Provence,Saint Malo,Aix-en-Provence,36,46,54,69,1,76
3812,"S'il te plaît, je veux une liaison ferroviaire de Angers jusqu'à Avignon dans 2 heures avec une correspondance tu peux regarder ?",1,Angers,Avignon,Angers,Avignon,50,56,65,72,0,334
3813,"Hey, je veux un trajet depuis Port-Boulet jusqu’à nAntsE ce soir le plus rapide possible",1,Port-Boulet,Nantes,Port-Boulet,nAntsE,30,41,50,56,1,131
3814,J'aimerais une liaison ferroviaire NAncy → Pau demain après-midi en seconde tu peux regarder ?,1,Nancy,Pau,NAncy,Pau,35,40,43,46,1,173
3815,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
3816,Raconte-moi l'histoire de Tours.,0,,,,,-1,-1,-1,-1,0,-1
3817,Je cherche un voyage au départ de Caen pour Rennes aujourd'hui sans correspondance ?,1,Caen,Rennes,Caen,Rennes,34,38,44,50,0,37
3818,"Salut, je voudrais un billet de train en partant de Strasbourg pour aller à sAiNt-ÉtIEnNE demain en première classe tu peux regarder ?",1,Strasbourg,Saint-Étienne,Strasbourg,sAiNt-ÉtIEnNE,52,62,76,89,1,262
3819,J’ai besoin de un itinéraire entre Paris et Le Mns samedi matin sans correspondance stp.,1,Paris,Le Mans,Paris,Le Mns,35,40,44,50,1,388
3820,Tu peux une correspondance entre Clermont-Ferrand et Angers dans 2 heures pas trop cher s'il te plaît.,1,Clermont-Ferrand,Angers,Clermont-Ferrand,Angers,33,49,53,59,0,321
3821,Peux-tu un train de Grenoble vers Caen ce soir le plus rapide possible ?,1,Grenoble,Caen,Grenoble,Caen,20,28,34,38,0,191
3822,J'aime bien PARIS.,0,,,,,-1,-1,-1,-1,0,-1
3823,J'aimerais un trajet de Avignon à Strasbourg demain pas trop cher tu peux regarder ?,1,Avignon,Strasbourg,Avignon,Strasbourg,24,31,34,44,0,7
3824,Tu peux un train entre Orleans et pris dans 2 heures pas trop cher stp.,1,Orléans,Paris,Orleans,pris,23,30,34,38,1,82
3825,"Salut, je voudrais une liaison ferroviaire de LimogEs jusqu'à Toulouse le plus rapide possible",1,Limoges,Toulouse,LimogEs,Toulouse,46,53,62,70,1,281
3826,Tu peux un train entre renneS et Aix-en-proVencE vendredi en seconde ?,1,Rennes,Aix-en-Provence,renneS,Aix-en-proVencE,23,29,33,48,1,95
3827,Je veux un billet de train de Anger vers Grenoble samedi matin le plus rapide possible stp.,1,Angers,Grenoble,Anger,Grenoble,30,35,41,49,1,409
3828,Je cherche une correspondance de Nancy jusque Le Mans dans 2 heures pas trop cher stp.,1,Nancy,Le Mans,Nancy,Le Mans,33,38,46,53,0,66
3829,J’ai besoin de une correspondance de caen vers Marseile demain matin en première classe stp.,1,Caen,Marseille,caen,Marseile,37,41,47,55,1,346
3830,Peux-tu un train de Metz vers Saint-Étienne demain après-midi en première classe ?,1,Metz,Saint-Étienne,Metz,Saint-Étienne,20,24,30,43,0,16
3831,J'aimerais un train Brest → Angers la semaine prochaine pas trop cher stp.,1,Brest,Angers,Brest,Angers,20,25,28,34,0,61
3832,"Hey, je veux une correspondance entre Grenobel et Port-Boulet aujourd'hui avec une correspondance tu peux regarder ? Je vais voir mon ami Paris.",1,Grenoble,Port-Boulet,Grenobel,Port-Boulet,38,46,50,61,1,317
3833,Je veux un train entre rennes et Marseille ce soir pas trop cher tu peux regarder ?,1,Rennes,Marseille,rennes,Marseille,23,29,33,42,1,253
3834,Raconte-moi l'histoire de Dijon.,0,,,,,-1,-1,-1,-1,0,-1
3835,Je voudrais aller voir mon ami Albert à saint-malo.,0,,,,,-1,-1,-1,-1,0,-1
3836,Je voudrais aller voir mon ami Florence à sTrAsbourg.,0,,,,,-1,-1,-1,-1,0,-1
3837,J'aimerais un itinéraire de STRASOURG vers Le Mas la semaine prochaine pas trop cher tu peux regarder ?,1,Strasbourg,Le Mans,STRASOURG,Le Mas,28,37,43,49,1,186
3838,"Salut, je voudrais un itinéraire depuis SAINT-ÉTINNE jusqu’à Dijon dans 2 heures en première classe tu peux regarder ?",1,Saint-Étienne,Dijon,SAINT-ÉTINNE,Dijon,40,52,61,66,1,33
3839,Tu peux une liaison ferroviaire en partant de Lille pour aller à Brest samedi matin en seconde tu peux regarder ?,1,Lille,Brest,Lille,Brest,46,51,65,70,0,207
3840,Tu peux une correspondance de bEsAncoN à aix en provence,1,Besançon,Aix-en-Provence,bEsAncoN,aix en provence,30,38,41,56,1,261
3841,Je cherche un billet de nice jusqu'à Montpellier demain matin pas trop cher,1,Nice,Montpellier,nice,Montpellier,24,28,37,48,1,345
3842,"Bonjour, je veux un voyage Brest → Toulouse aujourd'hui pas trop cher est-ce possible ?",1,Brest,Toulouse,Brest,Toulouse,27,32,35,43,0,201
3843,"Bonjour, je veux un itinéraire depuis Dijn jusqu’à Lyon aujourd'hui sans correspondance tu peux regarder ?",1,Dijon,Lyon,Dijn,Lyon,38,42,51,55,1,300
3844,Je veux un voyage en partant de Nancy pour aller à Besançon demain matin Je dois rejoindre Dieppe avant de partir.,1,Nancy,Besançon,Nancy,Besançon,32,37,51,59,0,141
3845,Je voudrais une correspondance depuis pOrT-Boulet jusqu’à Orleans demain après-midi sans correspondance,1,Port-Boulet,Orléans,pOrT-Boulet,Orleans,38,49,58,65,1,120
3846,"S'il te plaît, je veux une liaison ferroviaire de Reim jusqu'à Lille demain matin sans correspondance s'il te plaît.",1,Reims,Lille,Reim,Lille,50,54,63,68,1,138
3847,Je souhaiterais un trajet La Rochelle - Strasbourg en première classe ?,1,La Rochelle,Strasbourg,La Rochelle,Strasbourg,26,37,40,50,0,305
3848,Je voudrais aller voir mon ami Orange à Limoges.,0,,,,,-1,-1,-1,-1,0,-1
3849,"Bonjour, je veux un voyage de Toulouse jusqu'à nice aujourd'hui pas trop cher s'il te plaît.",1,Toulouse,Nice,Toulouse,nice,30,38,47,51,1,234
3850,Je voudrais une correspondance depuis nice jusqu’à Nancy demain après-midi sans correspondance,1,Nice,Nancy,nice,Nancy,38,42,51,56,1,120
3851,Je cherche une liaison ferroviaire de Marseille jusqu'à Rennes demain matin pas trop cher ?,1,Marseille,Rennes,Marseille,Rennes,38,47,56,62,0,204
3852,Je veux une liaison ferroviaire Nantes - Toulouse sans correspondance tu peux regarder ?,1,Nantes,Toulouse,Nantes,Toulouse,32,38,41,49,0,235
3853,Tu peux une correspondance depuis Port-Boulet jusqu’à Grenoble aujourd'hui pas trop cher est-ce possible ?,1,Port-Boulet,Grenoble,Port-Boulet,Grenoble,34,45,54,62,0,94
3854,Tu peux un billet de Perpigan à ReIm demain sans correspondance est-ce possible ?,1,Perpignan,Reims,Perpigan,ReIm,21,29,32,36,1,416
3855,Peux-tu un billet entre Clermont-Ferrand et Tour pas trop cher stp.,1,Clermont-Ferrand,Tours,Clermont-Ferrand,Tour,24,40,44,48,1,280
3856,Peux-tu un voyage en partant de brest pour aller à grENoBle aujourd'hui en seconde stp.,1,Brest,Grenoble,brest,grENoBle,32,37,51,59,1,32
3857,"Bonjour, je veux un billet de train Lille → Lyon dans 2 heures sans correspondance",1,Lille,Lyon,Lille,Lyon,36,41,44,48,0,243
3858,"Salut, je voudrais un trajet de Strasbourg à Diojn vendredi le plus rapide possible",1,Strasbourg,Dijon,Strasbourg,Diojn,32,42,45,50,1,380
3859,Je veux aller voir Dieppe.,0,,,,,-1,-1,-1,-1,0,-1
3860,Je veux une pizza à Grenoble.,0,,,,,-1,-1,-1,-1,0,-1
3861,"Hey, je veux un train Nancy - Dijon avec une correspondance ?",1,Nancy,Dijon,Nancy,Dijon,22,27,30,35,0,338
3862,"Bonjour, je veux un voyage Lyon → GRENBOLE aujourd'hui pas trop cher est-ce possible ?",1,Lyon,Grenoble,Lyon,GRENBOLE,27,31,34,42,1,201
3863,J'aimerais un train PAU - reImS dans 2 heures est-ce possible ? Je vais voir mon ami Florence.,1,Pau,Reims,PAU,reImS,20,23,26,31,1,129
3864,Je souhaiterais un voyage de Strasbourg jusque Pot-Boulet vendredi sans correspondance,1,Strasbourg,Port-Boulet,Strasbourg,Pot-Boulet,29,39,47,57,1,324
3865,Je veux un train depuis Limoges jusqu’à La Rochelle demain après-midi sans correspondance,1,Limoges,La Rochelle,Limoges,La Rochelle,24,31,40,51,0,176
3866,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
3867,Je souhaiterais un billet au départ de Lille pour Besanoçn ce soir en première classe tu peux regarder ?,1,Lille,Besançon,Lille,Besanoçn,39,44,50,58,1,288
3868,"Hey, je veux une liaison ferroviaire au départ de Port-Boulet pour BordeaUx dans 2 heures le plus rapide possible",1,Port-Boulet,Bordeaux,Port-Boulet,BordeaUx,50,61,67,75,1,342
3869,J’ai besoin de un voyage de Saint-Étienne vers Caen la semaine prochaine en première classe ?,1,Saint-Étienne,Caen,Saint-Étienne,Caen,28,41,47,51,0,259
3870,"Avec Troyes, on discute de Metz.",0,,,,,-1,-1,-1,-1,0,-1
3871,Peux-tu un voyage Saint Etienne → Avignon dans 2 heures le plus rapide possible est-ce possible ?,1,Saint-Étienne,Avignon,Saint Etienne,Avignon,18,31,34,41,1,289
3872,Je veux aller voir Dieppe.,0,,,,,-1,-1,-1,-1,0,-1
3873,Je veux une liaison ferroviaire de Strasbourg jusqu'à Nantes la semaine prochaine est-ce possible ? Je vais voir mon ami Dieppe.,1,Strasbourg,Nantes,Strasbourg,Nantes,35,45,54,60,0,376
3874,Je veux un itinéraire depuis Paris jusqu’à Marseille vendredi en seconde stp.,1,Paris,Marseille,Paris,Marseille,29,34,43,52,0,98
3875,"Salut, je voudrais un trajet en partant de Strasbourg pour aller à Caen ce soir pas trop cher ?",1,Strasbourg,Caen,Strasbourg,Caen,43,53,67,71,0,194
3876,"S'il te plaît, je veux une liaison ferroviaire pour aller à Dijon depuis Lille dans 2 heures le plus rapide possible ? Je dois rejoindre Florence avant de partir.",1,Lille,Dijon,Lille,Dijon,73,78,60,65,0,414
3877,Je voudrais un voyage depuis Pau jusqu’à Nantes samedi matin est-ce possible ?,1,Pau,Nantes,Pau,Nantes,29,32,41,47,0,13
3878,J'aimerais un billet depuis NANCY jusqu’à Toulouse ce soir le plus rapide possible,1,Nancy,Toulouse,NANCY,Toulouse,28,33,42,50,1,209
3879,J'aimerais un billet entre Metz et Angers demain après-midi en seconde stp.,1,Metz,Angers,Metz,Angers,27,31,35,41,0,301
3880,Tu peux une liaison ferroviaire en partant de metz pour aller à nancy samedi matin en seconde tu peux regarder ?,1,Metz,Nancy,metz,nancy,46,50,64,69,1,207
3881,"Bonjour, je veux un itinéraire Toulouse - Grenoble s'il te plaît. Je dois rejoindre Orange avant de partir.",1,Toulouse,Grenoble,Toulouse,Grenoble,31,39,42,50,0,227
3882,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
3883,Je voudrais un itinéraire de Angres jusque anntes samedi matin sans correspondance,1,Angers,Nantes,Angres,anntes,29,35,43,49,1,172
3884,"Hey, je veux un billet de train de Rennes vers Pau demain tu peux regarder ? Je vais voir mon ami Paris.",1,Rennes,Pau,Rennes,Pau,35,41,47,50,0,290
3885,Peux-tu un billet de train pour aller à marseille depuis Nanets samedi matin avec une correspondance est-ce possible ?,1,Nantes,Marseille,Nanets,marseille,57,63,40,49,1,126
3886,Je voudrais un trajet en partant de Lyon pour aller à Orléans demain matin le plus rapide possible tu peux regarder ?,1,Lyon,Orléans,Lyon,Orléans,36,40,54,61,0,406
